"","CLL2105_T48","CLL2474_T0","CLL2479_T48","CLL2648_T48","CLL2654_T0","CLL2771_T0","CLL2783_T0","CLL3024_T48","CLL3045_T0","HD108_T48","HD110_T48","HD112_T48","HD113_T48","HD91_T0","HD92_T0","HD93_T0","HD94_T0","HD96_T0"
"ENSG00000133835",1505,965,1218,1712,997,1260,933.83,1746,890,1364,1664,1620,1617,714,751,1134,615,935
"ENSG00000133858",1751,3769,2710,2245,5944,4477,5056,1863,5450,2454,3123,2576,2916,3172,3965,2960,3091,3610
"ENSG00000133863",19,0,2,5,0,0,0,27,0,4,10,4,3,0,6,0,2,0
"ENSG00000133872",5775.14,20793.27,11895.37,4240.79,31647.85,22920.98,19972.69,5339.57,26236.12,8759.2,11100.67,8082,7213.68,22615.77,28150.32,27528.2,27150.96,15731.64
"ENSG00000133874",42,65,68,118,100,68,136,22,86,82,72,76,51,85,82,165,92,91
"ENSG00000133878",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000133884",1401,1684,1349,1456,1956,1796,1595,1305,1774,1612,1801,1886,1527,1335,1323,1900,1136,1347
"ENSG00000133895",1178,1189,1073,1079,1298,1285,1612,1208,1733,1053,1352,2025,1186,619,726,894,628,683
"ENSG00000133935",654,361,745,869,415,451,295,820,280,1044,1356,1037,1036,238,177,380,158,220
"ENSG00000133937",0,0,0,0,4,4,1,0,2,0,0,0,0,1,0,22,0,0
"ENSG00000133943",349.48,752.15,807.85,377.3,816.21,912,986.75,391.87,1046.7,768.72,1017.77,1068.81,792.32,805.44,581,639.26,402.13,724
"ENSG00000133958",0,0,0,2,3,0,0,0,1,0,0,0,0,0,8,1,0,0
"ENSG00000133961",1110,1038,1147,1250,1473,1404,1184,1190.89,1217,1396,1698.78,1468,1473.65,1284,1030,1546,957,1051
"ENSG00000133962",6,108,5,3,137.04,89,70,4,63,19,10,14,16,56,28.02,93.03,24,155.01
"ENSG00000133983",734.87,346,545,810.91,268.87,351,174,709.17,202,611.02,837.09,483.82,748,191.66,164,265.96,155,127
"ENSG00000133985",251,553,413,138,835,828,545,239,910,479,501,833,573,219,359,161,386,189
"ENSG00000133997",1244,560,790,1272,576,564.85,378,1153,528,938,1218,946,912,407,436,512,394,532
"ENSG00000134001",8133,1256,5095,8276,1339,1584,1053,7628,1210,4909,6243,4654,4989,1201,1101,1758,1279,1337
"ENSG00000134007",4,8,2,6,4,2,1,2,2,5,2,0,0,1,3,2,1,7
"ENSG00000134013",36,78,53,22,89,85,88,35,124,42,55,54,18,38,22,28,16,13
"ENSG00000134014",1244,856,998,1552,609,821,648,1182,825,1069,1375,1184,1160,475,349,932,321,487
"ENSG00000134028",88,19,9,58,0,10,2,118,6,18,22,6,2,17,0,2,0,0
"ENSG00000134030",34,78,79,83,135,104,141,113,126,111,99,167,105,171,103,215,35,95
"ENSG00000134042",0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
"ENSG00000134046",3391,1761,3436,4785,2255,2213,1914,4527,1652,4834,5571,4611,3915,2073,1483,2259,1116,1315
"ENSG00000134049",1517,652,1279,1972,595,665,527.72,1658,483,1397,1817,1193,1334,332,312,773,237,401
"ENSG00000134056",623,213,567,692,255,223,169,708,168,681,806,483,679,179,124,285,151,143
"ENSG00000134057",1617,61,483,3078,61,65,67,3038,37,1573,1784,1775,1678,69,28,131,45,69
"ENSG00000134058",910,326,679,832,335,325,257,985,268,715,839,665,722,276,253,425,198,242
"ENSG00000134061",13,3,13,9,11,0,1,6,5,13,23,8,26,2,2,0,3,0
"ENSG00000134070",100,106,110,96,107,152,154,130,117,217,261,526,391,232,130,301,135,94
"ENSG00000134072",482.69,8.67,207.62,630.42,6,19.22,27.43,550.8,22.03,465.18,546.93,805.26,376.16,8,4,12.29,8,8.06
"ENSG00000134077",1786.45,822.04,1570.57,1725.41,1034.52,931.05,801.79,1750.08,881.51,1306.44,1805.99,1452.87,1406.98,823,795.02,1325,829.32,744.95
"ENSG00000134086",1327.9,2210.08,1632.73,1523,2273,2445.95,2180,1385.47,2543,1840,2198,2332,1887.43,1533.39,1757.43,2271,1184.49,1629.36
"ENSG00000134107",11426.73,2760.63,8417.22,16089.22,10234.44,2918.96,8250.37,11397.37,2353.94,13851.77,16250.84,14511.63,14476.8,10886.89,7285.39,15510.12,3902.68,8897.05
"ENSG00000134108",2674,1597,2320,2868,1691,1763,1404,2756,1525,2703,3445,2759,2617,1325,1294,1925,1221,1415
"ENSG00000134109",5629.25,4280.87,4734.19,6605.11,6029.99,5805.24,5079.96,6950.66,5283.19,8206.14,9591.76,8165.39,8909.67,4593.9,5178.07,6054.46,4080.14,4190.09
"ENSG00000134115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000134138",0,3,0,11,0,4,0,0,3,0,3,0,0,0,2,15,0,14
"ENSG00000134146",176,81,218,190,73,140,73,148,83,155,212,122,117,35,39,62,39,47
"ENSG00000134152",846,486,787,906,454,397,386,805,395,814.98,1005.99,726.99,692,540,635,426,535,483
"ENSG00000134153",1003,525,880,1065,544,622,470,1037,427,1034,1240,961,802,561,398,943,421,552
"ENSG00000134183",7,0,2,6,0,1,0,4,1,3,1,5,13,0,0,0,0,0
"ENSG00000134184",395.27,301.04,2.46,781.99,253.55,357.17,1.44,571.67,0,425.61,574.05,590.57,0,103.42,0,0.78,143.1,0
"ENSG00000134186",5130,5672,5474,5276,6001,6638,4224,5393,4884,5441,6389,4749,4940,5132,4818,4761,4140,5125
"ENSG00000134193",9,6,16,2,10,15,8,10,17,7,12,7,6,3,1,14,20,0
"ENSG00000134198",52,392,43,49,393,336,82,41,176,61,58,27,68,214,140,644,86,334
"ENSG00000134201",0,0,0,0,4,0,0,2,0,0,0,0,0,3,2.09,0,0,0
"ENSG00000134202",294,264,186,187,350,233,269,234,277,190,187,242,280,152,207,232,94,58
"ENSG00000134207",0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000134215",141,466,194,163,337,345,432,173,282,293,216,121,177,520,211,983,145,523
"ENSG00000134222",22,25,7,140,14,29,27,65,30,91,79,65,61,4,5,26,7,8
"ENSG00000134242",1668,2749,1527,1281,3133.99,2537,2844,1351,1929.97,2066,2066,1380,1829,3205.99,2150.98,5358,1414,3360.98
"ENSG00000134243",41,4,5,42,0,10,3,47,9,33,39,19,31,5,5,1,6,5
"ENSG00000134245",15.42,61.02,33.5,11.22,43.18,79.65,45.66,25.1,73.89,24.2,31.27,34.61,38.64,20.65,39.22,11.1,16.51,27.19
"ENSG00000134247",639,16,150,610,4,9,5,584,16,394,346,365,424,12,7,13,8,4
"ENSG00000134248",1446.55,676,1458.94,1527,808.21,691,675.81,1488.45,450.37,1582.46,1745.62,1341,1295.99,724.76,653.98,859,634,507
"ENSG00000134250",4660.41,3213.92,3025.52,5239.52,3691.96,3798.11,3304.39,4171.51,4987.09,3326.96,3841.71,4998.14,3786.08,1619.76,2456.18,2769.38,2156.88,2596.04
"ENSG00000134253",35,10,9,32,14,30,43,31,11,28,21,32,36,63,60,26,16,25
"ENSG00000134255",1132,1601.94,1292.42,1319,1585.24,1645.8,1013.28,1213,1505.94,1047.64,1447.6,910.44,1219.42,925.04,900.24,1257,967.29,1071.97
"ENSG00000134256",75.41,103.66,56.1,33.53,217.91,24,36.56,18.31,58,148.36,44,14,26.49,122.67,6,3,6,5
"ENSG00000134262",997.93,964.73,842.79,1045.82,1104.82,1016.74,1079.85,1051.95,1027.58,932.75,1219.51,1018.47,1056.74,799.54,864.09,1030.74,718.77,1016.25
"ENSG00000134265",1121,710,1120,1010,753,809,601,988,708,1084,1250,985,1221,632,732,764,430,539
"ENSG00000134278",163.91,58.7,110.75,223.82,42.17,92,63.73,284.98,60,344.8,528.49,419.36,477.2,91,40,173.4,33,53.56
"ENSG00000134283",2287,2035,2375,2439,1911,2419,1813,2480,1976,2559,2762,2337,2367,1331,1393,1497,1037,1081
"ENSG00000134285",956,1054,987,1140,902,618,569,1256,1113,889,1343,1432,1205,586,774,1102,330,836
"ENSG00000134287",2749,2403,2966.56,3609.66,2319,2799.25,2006.64,3053.29,2506.06,3858,4419.13,4697.92,3845.93,1728.94,1081,2259.54,713,1201
"ENSG00000134291",2166,345,1003,3745,613,528,503,2708,501,1908,2312,2504,2011,581,496,809,389,516
"ENSG00000134294",4305,5321,4535,5385,7130,5743,4334,4042,5383,5720,6764,4636,6345,5464,4933,5306,5026,3922
"ENSG00000134297",56,112,47.71,67,141.75,102,82.31,70,128,71,93,73,101.39,26,35,38.11,18,20.21
"ENSG00000134308",9301,5516,10136,14666,3242,4395,2342,12854,3049,10267,12313,12052,10789,3609,1701,5200,1228,2703
"ENSG00000134313",2203,2744,2337,2546,2992,2894,2412,2134,3145,2604,2092,1701,2540,1526,1481,2265,1365,1771
"ENSG00000134317",27,3,26,36,9,8,10,28,4,29,38,37,20,1,6,21,3,3
"ENSG00000134318",1405,910,1117,1784,1053,1000,923,1605,1042,1387,1650,1286,1264,866,790,1156,695,832
"ENSG00000134321",248,317,1099,124,142,101,90,193,82.23,1918,2945,1393,944,2110,721,3634,274,326
"ENSG00000134323",1,0,0,3,0,0,2,0,0,3,1,2,0,0,0,0,0,0
"ENSG00000134324",1269,2418,2689,1466,2024,2498,1861,1404,3151,2005,3284,2634,1871,1891,2551,2734,2595,2081
"ENSG00000134326",143,103,583,66,55,82,42,118,61.77,1056,1385,890,483,803,350,1468,149,166
"ENSG00000134330",753.13,567.32,789.99,784.44,485.14,656.75,425.45,842.26,443.36,1053.79,1118.03,1202.15,827.85,565.15,443.02,728.1,428.06,459.47
"ENSG00000134333",52461.77,3867.58,27550.41,104399.16,43634.34,7708.94,23594.56,51593.6,5625.8,41526.27,50974.81,39400.2,40238.71,30878.55,23502,41700.45,18687.28,18712.78
"ENSG00000134339",0,0,1,0,0,0,0,2,3,0,0,0,0,2,0,1,0,0
"ENSG00000134343",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134352",5595,4415,5539,3107,7873,3739,3822,3816,6240.63,4045,5422,3518,3081,4099,7246,4896,8220,4842
"ENSG00000134363",1,5,7,1,6,9,2,2,4,1,0,1,0,1,9,4,6,2
"ENSG00000134369",48,118,60,33,100,100,91,120,144,87,106,82,99,39,45,42,53,39
"ENSG00000134371",2098,1439.47,1921,2393,1524,1514,1205,2175,1394,2182,2565,1779,2021,1790.54,1356,2323,1254,1340
"ENSG00000134375",4115,751,2271,3585,557,658,495,3920,564,2066,3123,2086,2233,368,340,672,425,438
"ENSG00000134376",0,1,0,0,10,3,5,0,2,0,0,1,0,4,2,0,0,0
"ENSG00000134389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000134398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000134419",10976.81,16605.75,15574.73,11575.31,19847.92,15823.04,12056.01,11287.68,12635.6,10931.67,14458.19,10279.5,12499.48,19977.39,13212,23870.76,15747.99,13745.1
"ENSG00000134440",6219,2449,5142,5261,2732,2849,2330,6010,2419,4302,6358,4567,4651,1437,1734,2428,1873,1915
"ENSG00000134444",697,1730,956,654,1609,1963,1613,667,1869,968,1164,911,916,1005,1182,1423,987,1227
"ENSG00000134452",1381.11,1534.26,2001.99,1292.17,1661.45,1685.38,1963.04,1548.77,2022.03,1436.9,1925.42,2098.65,1391.25,1014.87,1137.83,1103.15,822.41,858.39
"ENSG00000134453",5758,2251,4998,6486,2691,2314,2002,6121,2057,4873,6350,6158,5585,1812,1958,2147,1928,1870
"ENSG00000134460",18717,100,17684,30309,539,245,746,28197,206,24768,39633,40737,37101,935,771,493,474,307
"ENSG00000134461",92.42,76.88,110.56,106.8,108.43,85.29,134.9,102.54,123.44,53,80,149,39,43.16,36.83,59,29.88,53.75
"ENSG00000134463",18,0,6,7,0,7,2,24,2,13,18,68,27,5,4,0,5,1
"ENSG00000134470",524,128,566,767,153,161,216,811,132,577,793,904,640,255,126,269,117,157
"ENSG00000134480",832.9,686.27,839.61,1049.1,526.93,674.94,549.95,907.16,667.54,815.32,949.87,766.19,859.96,1193.12,929.48,1871.69,805.35,1169.12
"ENSG00000134489",4,9,8,3,2,2,0,8,11,5,1,6,9,0,6,4,18,1
"ENSG00000134490",202,22,120,149,23,45,39,235,21,121,190,153,160,32,7,61,25,24
"ENSG00000134504",32,49,32,73,27,45,48,30,56,63,54,89,69,22,21,69,14,41
"ENSG00000134508",293,26,117,92,52,78,52,227,70,36,30,23,32,9,25,14,8,6
"ENSG00000134516",4736,3395,4574,6249,3769,5001,4531,5847,5032,6303,7567,9337,8178,2720,2652,3726,2291,2431
"ENSG00000134531",186,13,63,277,8,13,13,383,20,437,374,424,366,50,20,28,23,10
"ENSG00000134532",0,0,0,0,0,2,0,2,0,0,3,2,3,0,0,4,0,0
"ENSG00000134533",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134539",233,3134,1283,761,4406,2051,1023,562,2697,2380,1941,270,836,2643,2073,8151,291,5032
"ENSG00000134545",20,23.34,18.06,13,140.88,99.67,16.2,75.64,34,89,99,41,120.65,128.06,94.14,83.35,29.54,1709.27
"ENSG00000134548",1,3,0,5,0,1,1,5,1,2,3,11,9,0,0,4,0,0
"ENSG00000134551",3,7.16,2,3,2.13,0.6,6.13,0,3.15,3,0,1.08,0,0,3.14,0,0,0
"ENSG00000134569",11,0,15,9,0,0,0,6,1,1,2,9,10,0,0,1,0,0
"ENSG00000134571",0,0,0,4,1,4,0,9,0,0,0,0,0,2,0,0,0,0
"ENSG00000134574",1208,1796,1371,1568,2475,1850,1762,1774,1641,2118,2095,2225,1893,1577,2217,1787,1679,2285
"ENSG00000134575",392,242,302,319,165,264,243,435,257,512.99,565,902,390,107,155,172,70,173
"ENSG00000134588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000134590",244,256,207.99,408,372,282,312,325,281,307,350,523,361,195.98,184,263,125,215
"ENSG00000134594",165,93,174,161,108,156,135,138,91,231,190,314,239,232,112,343,192,144
"ENSG00000134597",678,470,664,745,689,506,409,758,440,730,788,534,591,539,548,707,573,498
"ENSG00000134602",3421,1989,2462,2825,1933,1941,1408,3133,1743,3165,3790,2561,3055,1300,1253,2337,1511,1335
"ENSG00000134627",11,75.95,28,17,75.74,94.72,60.33,15.13,52.9,31,43.54,40.11,20.22,53.08,21,44.32,34.7,22
"ENSG00000134640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ENSG00000134644",2663,2650,2467,2588,2909,2632,2749,2351,3260,2092,2828,2654,2245,2742,2716,3261,2418,2528
"ENSG00000134668",7,0,0,7,1,1,0,0,2,0,0,2,0,0,0,0,0,0
"ENSG00000134684",5523,2109,4684,4896,2695,3506,4026,5317,2004,4599,5279,5276,4779,4132,2720,5295,2387,2975
"ENSG00000134686",647,680,681,627,895,814.2,968,669,975,738,787,1268,723,697,596,1007,466,544
"ENSG00000134690",818,30,282,1806,15,40,27,1321,35,884,1003,976,891,19,6,19,1,17
"ENSG00000134697",4557,748,2932,4123,789,838,641,3876,756,2453,3360,2675,2417,633,475,918,506,584
"ENSG00000134698",175,2095,539,275,1838,2266,1436,339,1947,838,762,734,725,1406,1183,2468,521,1323
"ENSG00000134709",1138,438,831,388,731,511,389,696,534,715,930,698,515,315,429,317,407,201
"ENSG00000134716",24,7,24,7,5,15,3,16,3,24,52,29,22,10,9,11,6,0
"ENSG00000134717",1612.33,819,1284.6,1550.12,798.64,822.18,567.32,1355.67,636.58,1245,1434.35,902.46,1163.07,486,454,805.64,403.52,441.77
"ENSG00000134744",1644,3370,1985,1647,3103.44,3873,3044,1693,4525,2072,2465,2240,2186,2797,3657,3131,3192,2423
"ENSG00000134748",3200,1992,2718,3116,2267,2372,1602,3086,2002,2306,3192,2338,2280,1084,1107,1481,1087,1199
"ENSG00000134755",24,0,1,2,0,0,1,14,0,0,3,0,0,0,2,7,1,1
"ENSG00000134757",0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000134758",2657.77,1222,2292.82,3523.87,1593,1244,916.59,2988.67,1134,2043.94,3701,2002.92,2183,1205,993,1622,1399,1015
"ENSG00000134759",1970,1948,2015,1930,2370,1923,1745,1828,2184,1548,1954.97,1556,1640.96,1128,1751,1601,1652,1533
"ENSG00000134762",94,0,9,38,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"ENSG00000134765",9,50,11,3,61,69,31,3,102,7,3,4,2,6,5,7,13,16
"ENSG00000134769",2,0,0,2,0,0,0,4,0,0,1,0,2,0,8,0,0,0
"ENSG00000134775",0,0,0,0,0,1,0,0,2.7,0,0,0,0,0,0,3.67,0,1.1
"ENSG00000134779",1284,769,902,1406,887,858,824,1463,772.3,1627,1906,1662,1168,734,425,945.33,343,515.9
"ENSG00000134780",29,1,7,32,0,7,3,40,9,6,10,33,18,0,1,1.71,0,0
"ENSG00000134802",7745.6,314.83,4254.33,10091.58,1870.05,626.25,1547.49,8002.92,489,3566.75,5235.47,6804.5,4626.84,1233,996,1939.5,885.7,1017.5
"ENSG00000134809",862,180,845,1123,104,171,134,1037,134,764,796,746,638,85,84,151,76,70
"ENSG00000134815",1014,365,736,879,399,423,671,924,767,486,734,1026,509,450,390,644,383,426
"ENSG00000134824",239,15,700,522,54,37,27,298,516,349,1397,854,2215,10,167,541,2,17
"ENSG00000134825",916,461,916,1030,706,545,430,965,402,887,1178,919,1099,406,366,845.28,379,419
"ENSG00000134827",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134830",1,29,4,12,3,3,6,13,34,4,0,1,7,4,0,6,0,0
"ENSG00000134851",1939,793,1365,1887,670,957,795,2326,903,1643,2011,1792,1413.09,598,788,973,724,1002
"ENSG00000134852",1357,738,774,1257,735,729,716,1042,778,714,910,800,743.91,557,581,689,393,620
"ENSG00000134864",57.54,47.19,43,90.5,39,91.48,63.1,48.3,60.25,89.09,68.83,66.76,86.96,27.48,24,70.21,22,42.33
"ENSG00000134871",1,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,1,0
"ENSG00000134873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000134874",2,0,0,0,0,0,0,1,0,0,1,6,5,0,0,0,0,0
"ENSG00000134882",939,957,1031,1051,1432,1136,1354,863,1483,1017,1178,1231,1010,1274,1088,2346,1372,1115
"ENSG00000134884",5283,13602,8113,5652,19113,16022,11875,5503,12788,6221,7788,4910,6370,9660,13766,10202,8840,12469
"ENSG00000134897",395,426,339,667,264,498,301,550.47,335,454,483,453,508,174.94,170,324,158,178
"ENSG00000134899",1742,4151,2268,1803,4904,4106,4058,1568.89,4571,2203,2551,2275,2302,3676.84,4050,5421,3705,4622
"ENSG00000134900",3698,4384,3474,3743,2713,3968,2911,3699,4846.38,3156,3914,3550,3607,1732,2168,2899,2449,2411
"ENSG00000134901",130,30,92,164,24,35,26,167,26,105,135,125,112,19,19,24,12,18
"ENSG00000134905",1458,998,1181,1262,1167,1137,1294,1625,1288,1401,1813,2191,1454,477,653,473,501,427
"ENSG00000134909",82,145,54,76,296,162,130,68,100,56,190,175,149,177,244,265,240,151
"ENSG00000134910",3434,1190,2336,3995,1419,1431,1192,3847,1284,2508,3333,3195,2596,1224,1257,2376,1169,2217
"ENSG00000134917",1,5,1,0,10,3,6,1,16,2,4,4,0,0,1,3,1,0
"ENSG00000134940",8,0,0,18,0,2,0,6,1,16,2,7,8,0,0,1,0,0
"ENSG00000134954",22246,30684,29685,22626,39517,35415,28161,20342,36342,37193,48339,42423,41223,31088,26410,43090,27466,25357
"ENSG00000134955",43,14,7,26,9,27,17,78,17,5,4,12,19,21,6,14,8,6
"ENSG00000134962",16,11,10,9,2,4,2,22,2,4,14,6,5,8,0,3,7,3
"ENSG00000134970",2048.5,1367.83,1842.56,2603.22,1543.18,1453.54,1071.53,2132.13,1127.17,1827.02,2352.47,1638.72,2070.84,1364.18,1241.43,2627.72,1287.67,1572.17
"ENSG00000134982",1055,1405,1006,1112,1503,1397,1353,867,1645,966,1144,1054,845,561,649,721,500,585
"ENSG00000134986",50.32,1.82,13.34,90.69,128.79,32.58,10.95,30.5,5,32.06,94.13,45.91,75.33,15.79,19.92,39.51,12.29,27.78
"ENSG00000134987",5258,1141,3220,4606.29,1063,1209,902,4599,1176,2517,3691,2632,2816,447,685,1009,712,833
"ENSG00000134996",827,1160,989,1273,977,1226,671,1191,773,1913,2310,2312,2301,1247,948,2664,619,1169
"ENSG00000135002",743,436,771,619,369,533,364,848,409,931,1050,831,731,309,255,359,252,306
"ENSG00000135018",5610,3432,5164.97,4318,4541,4018,3623,5110,3816,5011,6146,5913,5089,3796,4140,5662,4124,3775
"ENSG00000135040",1308,831,886,1273,923,926,820,1292,928,995,1209,1105,1031,488,525,818,439,595
"ENSG00000135045",740,145,349,888,128,138,144,762,173,524,765,802,563,99,126,233,166,177
"ENSG00000135046",877,7505,2032,2198,7719,10459,7081,1010,5522,1969,1886,999,1295,8618,5606,16841,4602,6794
"ENSG00000135047",1049,17,626,791,114,473,30,1839,110,1161,713,1807,1142,182,123,63,45,42
"ENSG00000135048",3123,4619,3292,2716,2948,6436,5415,4691,6044,3042,2786,3173,2749,2334,3276,4961,2132,3035
"ENSG00000135049",836,1715,961,1161,1911,1759,1554,941,1849,1027,1247,1048,1187,1737,1579,3531,1679,1967
"ENSG00000135052",224,313,233,360,420,219,226,258,280,218,268,200,184,171,161,625,52,265
"ENSG00000135063",0,1,0,0,0,1,0,1,0,0,3,0,1,0,7,1,0,0
"ENSG00000135069",1855,89,1978,2116,42,151,42,1798,106,1634,2522,1271,2558,17,22,56,51,34
"ENSG00000135070",1389,1077,1217,1349.99,1322,1019.99,960.92,1094,951.92,1029.97,1319,875.99,863,728,728,1139,721,686
"ENSG00000135074",1010,331,1738,2971,204,520,247,2658,525,6454,9297,10824,10934,453,480,284,324,362
"ENSG00000135077",200,162,216,709,40,63,36,320,121,2294,1710,1804,1072,16,32,226,27,16
"ENSG00000135083",2,0,0,0,0,2,1,0,0,0,3,0,4,0,1,0,0,0
"ENSG00000135090",2052,1925,1897,2096,1926,2205,1679,2138,1808,2143,2366,2013,2027,1385,1085,2437,1149,1543
"ENSG00000135093",193,331,141,132,329,348,270.6,164,337,191,230,211,247,330,350.49,597,258,390
"ENSG00000135094",4,0,1,1,2,0,0,5,4,1,1,0,0,0,0,1,0,0
"ENSG00000135097",2,0,0,2,0,0,0,7,0,4,1,10,7,0,0,0,0,0
"ENSG00000135100",0,0,0,5,0,1,0,0,3,1,0,0,3,0,0,1,0,0
"ENSG00000135108",1023,985,981,992,1112,1085,1043,799,1190,1043,1255,1148,934,605,689,881,610,639
"ENSG00000135114",159,1517,529,285,952,1211,797,150,746.89,2083,1779,1557,928,4076,1800,6766,377,1536
"ENSG00000135116",2,0,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000135119",92,32,37,79,29,61,34,93,33,63,75,69,111,14,24,10,9,11
"ENSG00000135124",282,635,355,363,415,600,401,463,472,692,862,816,689,265,291,470,254,263
"ENSG00000135127",1698,2236,2517,849,5473,3558,7712,1515,5475,3782,3588,5155,2585,5119,7315,3923,4562,3438
"ENSG00000135144",57,30,71,40,37,51,30,37,32,170,169,299,145,29,156,78,20,50
"ENSG00000135148",1790,899,2791,1427,1093,885,988,1585,811,2870,3915,3059,2093,1312,964,1581,642,1036
"ENSG00000135164",1622.5,3131.43,2557.6,1660.53,4017.5,3856.69,3189.66,1792.28,3428.28,2557.53,2359.93,2139.99,2283.28,2737.03,3106.54,3369.47,2509.43,2895.79
"ENSG00000135185",1183.5,738.57,1121.4,1071.47,1042.5,711.31,755.34,1259.72,732.72,906.47,1357.07,1130.01,1307.72,654.97,687.46,1017.53,802.57,702.21
"ENSG00000135205",53,429,217,66,363,218,299,31,381,91,41,60,71,152,135,199,103,131
"ENSG00000135211",211,310,281,224,227,347,154,209,235,284,305,203,219,180,140,252,151,115
"ENSG00000135218",35,4,11,42,2,15,0,76,4,8,6,0,3,0,0,0,0,0
"ENSG00000135241",649,1329.01,893,902,1114,1066,843,843,864.04,1150,1269,884,1132,637,679,1449.01,746,915
"ENSG00000135245",190.89,31,102,845.81,563.48,26,289,216,50,98,221.92,146,126,1261.77,1404.8,1488.82,1009.64,692.67
"ENSG00000135248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000135249",1132.72,667.46,851.87,1029.75,718.13,589.24,545.21,989.6,634.74,855.3,1141.61,923,840.33,591.84,779.57,715,648.36,718.82
"ENSG00000135250",1168,1568,968.03,1132,1150,1286,1071.05,1117,1361,1296,1491,1330,1233,1750.05,1369.08,2350,1037,1722
"ENSG00000135253",14.31,25.03,3.31,13.8,13.93,39.38,16.22,26.55,30.12,10.39,10.64,27.75,8.64,8.11,7.58,19.81,2,5.22
"ENSG00000135269",1389.94,1862.35,1563.84,1707.93,1255.74,1997.81,1002.32,1264,1847.59,1828.93,1940.67,2040.93,2595.97,1001.22,872.64,1910.48,1086.24,1279.55
"ENSG00000135272",8393,2824,7303,9662,3610,3555,2679,9046,2674,4465,4451,3309,3400,3593,2234,3806,2083,2496
"ENSG00000135297",1245,1474,1260,1123,1793,1595,1387,1141,1453,1120,1348,1126,1126,1229,1344.99,1383,953,1304
"ENSG00000135299",45.8,116.66,80.99,29.89,153.8,168.61,104.5,36.09,71.54,78.26,89.49,126.01,103.07,148.12,113.37,276.97,77.6,153.8
"ENSG00000135314",40,40,27,139,22,43,30,105,38,68,69,76.5,104,12,9,22,6,17
"ENSG00000135315",193,485,325,247,413,477,372,264,375,354,402,319,321,297,221,322,173,184
"ENSG00000135316",22271.99,4294.04,13691.4,23392.2,5364.43,4905.43,3583.82,19982.96,4040.79,11879.32,15621.99,11974.2,13199.99,3009,2511.02,3994.4,2367.25,2801
"ENSG00000135317",1136,1921.97,1349.03,1491.13,1841.74,2267.28,1697.48,1550.73,1870.19,2070.44,2074,1874.89,2173,1222,1175.2,1655.72,901.12,1296
"ENSG00000135318",10,150,52,23,114,99,209,15,121,74,70,84,147,122,110,190,80,51
"ENSG00000135324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000135333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ENSG00000135334",956,712,859,1166,936,980,905,950,974,1022,1132,1197,952,1357,895,1485,750,905
"ENSG00000135336",1130,388,884,1311,511,502,413,1208,403,1117,1215,890,1047,283,300,495,277,288
"ENSG00000135338",16,3,15,1,27,10,6,6,7,4,4,2,7,6,8,10,11,2
"ENSG00000135341",1299,1475,1254,1552,1425,1308,1352,1560,1486,1377,1505,1457,1475,1046,1162,1519,907,1070
"ENSG00000135346",0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0
"ENSG00000135355",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000135362",272,1795,496,1256,1405,1769,1473,686,1437,367,662,535,599,1409,624,1989,136,1210
"ENSG00000135363",7,0,5,4,2,7,1,14,0,8,6,2,3,3,0,0,0,3
"ENSG00000135365",524,1852,885,685,2566,1975,2441,636,1992,966,952,1029,1001,2697,2209,3211,1685,2599
"ENSG00000135372",5249,1113,3103,4922,1779,1376,1703,4430,1588,2558,3742,4001,2891,1076,1167,1555,1029,1248
"ENSG00000135373",14,0,0,3,0,1,0,10,0,2,1,0,12,0,5,0,0,0
"ENSG00000135378",130,0,43,184,2,1,2,150,2,61,31,33,27,2,6,8,0,1
"ENSG00000135387",14983,3202,8428,14597,3894,3832,3508,13155,3498,8852,11378,10913,9381,4699,4005,6809,3726,3964
